site0201,id_sample,depth,est_age,sed_rate,quant,conc,influx,xst_level,conc_source,influx_source
   1,         1,    2.5000,   -47.000,      0.285,  32.0000    ,  32.0000    ,  9.11969    , "CONC", "data                      ", "calculated_from_conc      "
   2,         2,    8.7500,  2146.058,      0.301,  14.0000    ,  14.0000    ,  4.22016    , "CONC", "data                      ", "calculated_from_conc      "
   3,         3,   13.0000,  2772.797,      0.745,  35.0000    ,  35.0000    ,  26.0644    , "CONC", "data                      ", "calculated_from_conc      "
   4,         4,   17.0000,  3220.319,      0.999,  45.0000    ,  45.0000    ,  44.9667    , "CONC", "data                      ", "calculated_from_conc      "
   5,         5,   21.0000,  3573.390,      1.246,  37.0000    ,  37.0000    ,  46.0882    , "CONC", "data                      ", "calculated_from_conc      "
   6,         6,   25.0000,  3862.565,      1.500,  24.0000    ,  24.0000    ,  36.0024    , "CONC", "data                      ", "calculated_from_conc      "
   7,         7,   29.0000,  4106.688,      1.752,  38.0000    ,  38.0000    ,  66.5902    , "CONC", "data                      ", "calculated_from_conc      "
   8,         8,   33.0000,  4319.089,      1.997,  44.0000    ,  44.0000    ,  87.8833    , "CONC", "data                      ", "calculated_from_conc      "
   9,         9,   37.0000,  4507.220,      2.227,  27.0000    ,  27.0000    ,  60.1334    , "CONC", "data                      ", "calculated_from_conc      "
  10,        10,   41.0000,  4678.291,      2.426,  19.0000    ,  19.0000    ,  46.1033    , "CONC", "data                      ", "calculated_from_conc      "
  11,        11,   45.0000,  4836.914,      2.592,  30.0000    ,  30.0000    ,  77.7557    , "CONC", "data                      ", "calculated_from_conc      "
  12,        12,   49.0000,  4986.949,      2.719,  36.0000    ,  36.0000    ,  97.8864    , "CONC", "data                      ", "calculated_from_conc      "
  13,        13,   53.0000,  5131.133,      2.813,  92.0000    ,  92.0000    ,  258.778    , "CONC", "data                      ", "calculated_from_conc      "
  14,        14,   57.0000,  5271.363,      2.880,  44.0000    ,  44.0000    ,  126.701    , "CONC", "data                      ", "calculated_from_conc      "
  15,        15,   61.0000,  5408.953,      2.925,  123.000    ,  123.000    ,  359.720    , "CONC", "data                      ", "calculated_from_conc      "
  16,        16,   65.0000,  5544.909,      2.950,  231.000    ,  231.000    ,  681.472    , "CONC", "data                      ", "calculated_from_conc      "
  17,        17,   69.0000,  5680.130,      2.957,  35.0000    ,  35.0000    ,  103.505    , "CONC", "data                      ", "calculated_from_conc      "
  18,        18,   73.0000,  5815.428,      2.949,  93.0000    ,  93.0000    ,  274.249    , "CONC", "data                      ", "calculated_from_conc      "
  19,        19,   77.0000,  5951.417,      2.927,  105.000    ,  105.000    ,  307.339    , "CONC", "data                      ", "calculated_from_conc      "
  20,        20,   81.0000,  6088.742,      2.892,  107.000    ,  107.000    ,  309.479    , "CONC", "data                      ", "calculated_from_conc      "
  21,        21,   85.0000,  6228.010,      2.844,  54.0000    ,  54.0000    ,  153.562    , "CONC", "data                      ", "calculated_from_conc      "
  22,        22,   89.0000,  6370.062,      2.785,  21.0000    ,  21.0000    ,  58.4882    , "CONC", "data                      ", "calculated_from_conc      "
  23,        23,   93.0000,  6515.248,      2.721,  48.0000    ,  48.0000    ,  130.609    , "CONC", "data                      ", "calculated_from_conc      "
  24,        24,   97.0000,  6664.069,      2.652,  36.0000    ,  36.0000    ,  95.4677    , "CONC", "data                      ", "calculated_from_conc      "
  25,        25,  101.0000,  6816.921,      2.575,  43.0000    ,  43.0000    ,  110.728    , "CONC", "data                      ", "calculated_from_conc      "
  26,        26,  105.0000,  6974.740,      2.493,  30.0000    ,  30.0000    ,  74.7896    , "CONC", "data                      ", "calculated_from_conc      "
  27,        27,  109.0000,  7137.822,      2.419,  125.000    ,  125.000    ,  302.359    , "CONC", "data                      ", "calculated_from_conc      "
  28,        28,  113.0000,  7305.473,      2.359,  42.0000    ,  42.0000    ,  99.0728    , "CONC", "data                      ", "calculated_from_conc      "
  29,        29,  117.0000,  7476.967,      2.313,  43.0000    ,  43.0000    ,  99.4458    , "CONC", "data                      ", "calculated_from_conc      "
  30,        30,  121.0000,  7651.390,      2.278,  53.0000    ,  53.0000    ,  120.726    , "CONC", "data                      ", "calculated_from_conc      "
  31,        31,  125.0000,  7828.176,      2.254,  71.0000    ,  71.0000    ,  160.033    , "CONC", "data                      ", "calculated_from_conc      "
  32,        32,  129.0000,  8006.315,      2.243,  59.0000    ,  59.0000    ,  132.337    , "CONC", "data                      ", "calculated_from_conc      "
  33,        33,  133.0000,  8184.842,      2.239,  103.000    ,  103.000    ,  230.600    , "CONC", "data                      ", "calculated_from_conc      "
  34,        34,  137.0000,  8363.645,      2.245,  75.0000    ,  75.0000    ,  168.384    , "CONC", "data                      ", "calculated_from_conc      "
  35,        35,  141.0000,  8541.170,      2.261,  65.0000    ,  65.0000    ,  146.962    , "CONC", "data                      ", "calculated_from_conc      "
  36,        36,  145.0000,  8717.477,      2.281,  68.0000    ,  68.0000    ,  155.084    , "CONC", "data                      ", "calculated_from_conc      "
  37,        37,  149.0000,  8891.947,      2.302,  36.0000    ,  36.0000    ,  82.8838    , "CONC", "data                      ", "calculated_from_conc      "
  38,        38,  153.0000,  9064.951,      2.328,  25.0000    ,  25.0000    ,  58.1904    , "CONC", "data                      ", "calculated_from_conc      "
  39,        39,  157.0000,  9235.646,      2.735,  35.0000    ,  35.0000    ,  95.7116    , "CONC", "data                      ", "calculated_from_conc      "
  40,        40,  162.5000,  9467.200,      2.276,  58.0000    ,  58.0000    ,  131.995    , "CONC", "data                      ", "calculated_from_conc      "
  41,        41,  167.5000,  9675.057,      2.425,  78.0000    ,  78.0000    ,  189.118    , "CONC", "data                      ", "calculated_from_conc      "
  42,        42,  172.5000,  9879.644,      2.454,  59.0000    ,  59.0000    ,  144.792    , "CONC", "data                      ", "calculated_from_conc      "
  43,        43,  177.5000, 10082.538,      2.466,  20.0000    ,  20.0000    ,  49.3126    , "CONC", "data                      ", "calculated_from_conc      "
  44,        44,  182.5000, 10285.220,      2.462,  32.0000    ,  32.0000    ,  78.7787    , "CONC", "data                      ", "calculated_from_conc      "
  45,        45,  187.5000, 10488.739,      2.442,  33.0000    ,  33.0000    ,  80.5749    , "CONC", "data                      ", "calculated_from_conc      "
  46,        46,  192.5000, 10694.775,      2.390,  41.0000    ,  41.0000    ,  97.9932    , "CONC", "data                      ", "calculated_from_conc      "
  47,        47,  197.5000, 10907.137,      2.405,  71.0000    ,  71.0000    ,  170.745    , "CONC", "data                      ", "calculated_from_conc      "
  48,        48,  203.0000, 11152.182,      1.822,  17.0000    ,  17.0000    ,  30.9697    , "CONC", "data                      ", "calculated_from_conc      "
  49,        49,  207.0000, 11346.274,      1.928,  12.0000    ,  12.0000    ,  23.1325    , "CONC", "data                      ", "calculated_from_conc      "
  50,        50,  211.0000, 11567.184,      1.661,  55.0000    ,  55.0000    ,  91.3563    , "CONC", "data                      ", "calculated_from_conc      "
