site0200,id_sample,depth,est_age,sed_rate,quant,conc,influx,xst_level,conc_source,influx_source
   1,     31970,    0.0500,   -33.000,      0.010,  20.8000    ,  20.8000    , 0.211666    , "CONC", "data                      ", "calculated_from_conc      "
   2,     31971,    0.1500,   949.680,      0.013,  11.6000    ,  11.6000    , 0.145580    , "CONC", "data                      ", "calculated_from_conc      "
   3,     31972,    0.2500,  1560.630,      0.017,  6.00000    ,  6.00000    , 0.100860    , "CONC", "data                      ", "calculated_from_conc      "
   4,     31973,    0.3500,  2139.450,      0.018, 0.400000    , 0.400000    , 0.710353E-02, "CONC", "data                      ", "calculated_from_conc      "
   5,     31974,    0.4500,  2686.830,      0.019,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
   6,     31975,    0.5500,  3205.150,      0.020,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
   7,     31976,    0.6500,  3696.600,      0.021,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
   8,     31977,    0.7500,  4163.510,      0.022,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
   9,     31978,    0.8500,  4607.220,      0.023, 0.400000    , 0.400000    , 0.923414E-02, "CONC", "data                      ", "calculated_from_conc      "
  10,     31979,    0.9500,  5029.860,      0.024,  2.40000    ,  2.40000    , 0.581114E-01, "CONC", "data                      ", "calculated_from_conc      "
  11,     31980,    1.0500,  5433.220,      0.025,  11.2000    ,  11.2000    , 0.283670    , "CONC", "data                      ", "calculated_from_conc      "
  12,     31981,    1.1500,  5819.510,      0.026,  5.60000    ,  5.60000    , 0.147742    , "CONC", "data                      ", "calculated_from_conc      "
  13,     31982,    1.2500,  6191.300,      0.027,  2.80000    ,  2.80000    , 0.764756E-01, "CONC", "data                      ", "calculated_from_conc      "
  14,     31983,    1.3500,  6551.770,      0.028,  7.60000    ,  7.60000    , 0.213594    , "CONC", "data                      ", "calculated_from_conc      "
  15,     31984,    1.4500,  6902.930,      0.029,  20.8000    ,  20.8000    , 0.599406    , "CONC", "data                      ", "calculated_from_conc      "
  16,     31985,    1.5500,  7245.790,      0.029,  28.4000    ,  28.4000    , 0.836143    , "CONC", "data                      ", "calculated_from_conc      "
  17,     31986,    1.6500,  7582.240,      0.030,  10.4000    ,  10.4000    , 0.312069    , "CONC", "data                      ", "calculated_from_conc      "
