site0054,id_sample,depth,est_age,sed_rate,quant,conc,influx,xst_level,conc_source,influx_source
   1,    123198,    0.0700,   112.810,      0.041, 0.400000E-01, 0.965309    , 0.400000E-01, "INFL", "calculated_from_influx    ", "data                      "
   2,    123199,    0.1250,   245.540,      0.044, 0.300000E-01, 0.684000    , 0.300000E-01, "INFL", "calculated_from_influx    ", "data                      "
   3,    123200,    0.1750,   340.810,      0.059, 0.400000E-01, 0.678920    , 0.400000E-01, "INFL", "calculated_from_influx    ", "data                      "
   4,    123201,    0.2250,   415.270,      0.071, 0.180000    ,  2.55294    , 0.180000    , "INFL", "calculated_from_influx    ", "data                      "
   5,    123202,    0.2750,   482.640,      0.072, 0.100000    ,  1.38830    , 0.100000    , "INFL", "calculated_from_influx    ", "data                      "
   6,    123203,    0.3250,   554.100,      0.064, 0.100000    ,  1.55770    , 0.100000    , "INFL", "calculated_from_influx    ", "data                      "
   7,    123204,    0.3750,   638.410,      0.053, 0.190000    ,  3.57504    , 0.190000    , "INFL", "calculated_from_influx    ", "data                      "
   8,    123205,    0.4250,   742.260,      0.083, 0.560000    ,  6.72857    , 0.560000    , "INFL", "calculated_from_influx    ", "data                      "
   9,    123206,    0.5100,   842.670,      0.046, 0.900000E-01,  1.96415    , 0.900000E-01, "INFL", "calculated_from_influx    ", "data                      "
  10,    123207,    0.5750,  1025.970,      0.017, 0.500000E-01,  2.90915    , 0.500000E-01, "INFL", "calculated_from_influx    ", "data                      "
  11,    123208,    0.6250,  1424.500,      0.016, 0.250000    ,  16.0280    , 0.250000    , "INFL", "calculated_from_influx    ", "data                      "
  12,    123209,    0.6750,  1667.090,      0.020, 0.180000    ,  9.21906    , 0.180000    , "INFL", "calculated_from_influx    ", "data                      "
  13,    123210,    0.7250,  1936.670,      0.011, 0.600000E-01,  5.27719    , 0.600000E-01, "INFL", "calculated_from_influx    ", "data                      "
  14,    123211,    0.7750,  2546.620,      0.008, 0.200000E-01,  2.58464    , 0.200000E-01, "INFL", "calculated_from_influx    ", "data                      "
  15,    123212,    0.8250,  3228.990,      0.010, 0.300000E-01,  3.12390    , 0.300000E-01, "INFL", "calculated_from_influx    ", "data                      "
