site0362,id_sample,depth,est_age,sed_rate,quant,conc,influx,xst_level,conc_source,influx_source
   1,         1,    5.0000,   -50.000,      1.900,  36.4000    ,  36.4000    ,  69.1521    , "CONC", "data                      ", "calculated_from_conc      "
   2,         2,   10.0000,   213.188,      2.536,  21.6000    ,  21.6000    ,  54.7790    , "CONC", "data                      ", "calculated_from_conc      "
   3,         3,   15.0000,   344.312,      3.817,  5.20000    ,  5.20000    ,  19.8507    , "CONC", "data                      ", "calculated_from_conc      "
   4,         4,   20.0000,   475.143,      3.826,  28.8000    ,  28.8000    ,  110.179    , "CONC", "data                      ", "calculated_from_conc      "
   5,         5,   25.0000,   605.705,      3.833,  12.4000    ,  12.4000    ,  47.5334    , "CONC", "data                      ", "calculated_from_conc      "
   6,         6,   30.0000,   736.012,      3.841,  2.00000    ,  2.00000    ,  7.68186    , "CONC", "data                      ", "calculated_from_conc      "
   7,         7,   35.0000,   866.059,      3.849,  7.60000    ,  7.60000    ,  29.2497    , "CONC", "data                      ", "calculated_from_conc      "
   8,         8,   40.0000,   995.844,      3.856,  5.60000    ,  5.60000    ,  21.5941    , "CONC", "data                      ", "calculated_from_conc      "
   9,         9,   45.0000,  1125.389,      3.862,  6.00000    ,  6.00000    ,  23.1735    , "CONC", "data                      ", "calculated_from_conc      "
  10,        10,   50.0000,  1254.759,      3.866,  8.40000    ,  8.40000    ,  32.4764    , "CONC", "data                      ", "calculated_from_conc      "
  11,        11,   55.0000,  1384.039,      3.870,  24.4000    ,  24.4000    ,  94.4328    , "CONC", "data                      ", "calculated_from_conc      "
  12,        12,   60.0000,  1513.144,      3.877,  7.60000    ,  7.60000    ,  29.4622    , "CONC", "data                      ", "calculated_from_conc      "
  13,        13,   65.0000,  1641.996,      3.885,  18.4000    ,  18.4000    ,  71.4913    , "CONC", "data                      ", "calculated_from_conc      "
  14,        14,   70.0000,  1770.518,      3.893,  7.20000    ,  7.20000    ,  28.0294    , "CONC", "data                      ", "calculated_from_conc      "
  15,        15,   75.0000,  1898.869,      3.900,  12.8000    ,  12.8000    ,  49.9181    , "CONC", "data                      ", "calculated_from_conc      "
  16,        16,   80.0000,  2026.938,      3.908,  8.40000    ,  8.40000    ,  32.8237    , "CONC", "data                      ", "calculated_from_conc      "
  17,        17,   85.0000,  2154.782,      3.914,  34.4000    ,  34.4000    ,  134.647    , "CONC", "data                      ", "calculated_from_conc      "
  18,        18,   90.0000,  2282.421,      3.921,  12.4000    ,  12.4000    ,  48.6246    , "CONC", "data                      ", "calculated_from_conc      "
  19,        19,   95.0000,  2409.797,      3.929,  2.80000    ,  2.80000    ,  11.0023    , "CONC", "data                      ", "calculated_from_conc      "
  20,        20,  100.0000,  2536.915,      3.936,  10.0000    ,  10.0000    ,  39.3560    , "CONC", "data                      ", "calculated_from_conc      "
  21,        21,  105.0000,  2663.888,      3.944,  8.80000    ,  8.80000    ,  34.7038    , "CONC", "data                      ", "calculated_from_conc      "
  22,        22,  110.0000,  2790.489,      3.954,  9.60000    ,  9.60000    ,  37.9595    , "CONC", "data                      ", "calculated_from_conc      "
  23,        23,  115.0000,  2916.789,      3.961,  18.8000    ,  18.8000    ,  74.4632    , "CONC", "data                      ", "calculated_from_conc      "
  24,        24,  120.0000,  3042.963,      3.967,  29.2000    ,  29.2000    ,  115.824    , "CONC", "data                      ", "calculated_from_conc      "
  25,        25,  125.0000,  3168.895,      3.973,  5.60000    ,  5.60000    ,  22.2491    , "CONC", "data                      ", "calculated_from_conc      "
  26,        26,  130.0000,  3294.658,      3.978,  14.4000    ,  14.4000    ,  57.2858    , "CONC", "data                      ", "calculated_from_conc      "
  27,        27,  135.0000,  3420.266,      3.985,  8.00000    ,  8.00000    ,  31.8817    , "CONC", "data                      ", "calculated_from_conc      "
  28,        28,  140.0000,  3545.586,      3.996,  7.60000    ,  7.60000    ,  30.3693    , "CONC", "data                      ", "calculated_from_conc      "
  29,        29,  145.0000,  3670.520,      4.004,  8.00000    ,  8.00000    ,  32.0319    , "CONC", "data                      ", "calculated_from_conc      "
  30,        30,  150.0000,  3795.337,      4.009,  10.8000    ,  10.8000    ,  43.3000    , "CONC", "data                      ", "calculated_from_conc      "
  31,        31,  155.0000,  3919.943,      4.017,  9.20000    ,  9.20000    ,  36.9568    , "CONC", "data                      ", "calculated_from_conc      "
  32,        32,  160.0000,  4044.276,      4.024,  10.4000    ,  10.4000    ,  41.8449    , "CONC", "data                      ", "calculated_from_conc      "
  33,        33,  165.0000,  4168.480,      4.031,  6.00000    ,  6.00000    ,  24.1875    , "CONC", "data                      ", "calculated_from_conc      "
  34,        34,  170.0000,  4292.338,      4.041,  2.40000    ,  2.40000    ,  9.69881    , "CONC", "data                      ", "calculated_from_conc      "
  35,        35,  175.0000,  4415.933,      4.048,  8.80000    ,  8.80000    ,  35.6196    , "CONC", "data                      ", "calculated_from_conc      "
  36,        36,  180.0000,  4539.393,      4.053,  7.20000    ,  7.20000    ,  29.1821    , "CONC", "data                      ", "calculated_from_conc      "
  37,        37,  185.0000,  4662.660,      4.060,  8.40000    ,  8.40000    ,  34.1079    , "CONC", "data                      ", "calculated_from_conc      "
  38,        38,  190.0000,  4785.670,      4.067,  9.20000    ,  9.20000    ,  37.4143    , "CONC", "data                      ", "calculated_from_conc      "
  39,        39,  195.0000,  4908.556,      4.072,  10.4000    ,  10.4000    ,  42.3464    , "CONC", "data                      ", "calculated_from_conc      "
  40,        40,  200.0000,  5031.264,      4.081,  8.40000    ,  8.40000    ,  34.2803    , "CONC", "data                      ", "calculated_from_conc      "
  41,        41,  205.0000,  5153.595,      4.091,  6.80000    ,  6.80000    ,  27.8195    , "CONC", "data                      ", "calculated_from_conc      "
  42,        42,  210.0000,  5275.697,      4.098,  5.60000    ,  5.60000    ,  22.9468    , "CONC", "data                      ", "calculated_from_conc      "
  43,        43,  215.0000,  5397.637,      4.104,  5.60000    ,  5.60000    ,  22.9823    , "CONC", "data                      ", "calculated_from_conc      "
  44,        44,  220.0000,  5519.363,      4.109,  8.00000    ,  8.00000    ,  32.8746    , "CONC", "data                      ", "calculated_from_conc      "
  45,        45,  225.0000,  5640.986,      4.115,  9.60000    ,  9.60000    ,  39.4998    , "CONC", "data                      ", "calculated_from_conc      "
  46,        46,  230.0000,  5762.402,      4.125,  3.20000    ,  3.20000    ,  13.2003    , "CONC", "data                      ", "calculated_from_conc      "
  47,        47,  235.0000,  5883.404,      4.135,  4.00000    ,  4.00000    ,  16.5397    , "CONC", "data                      ", "calculated_from_conc      "
  48,        48,  240.0000,  6004.244,      4.142,  5.60000    ,  5.60000    ,  23.1940    , "CONC", "data                      ", "calculated_from_conc      "
  49,        49,  245.0000,  6124.846,      4.151,  14.8000    ,  14.8000    ,  61.4347    , "CONC", "data                      ", "calculated_from_conc      "
  50,        50,  250.0000,  6245.150,      4.160,  6.40000    ,  6.40000    ,  26.6231    , "CONC", "data                      ", "calculated_from_conc      "
  51,        51,  255.0000,  6365.238,      4.165,  12.8000    ,  12.8000    ,  53.3177    , "CONC", "data                      ", "calculated_from_conc      "
  52,        52,  260.0000,  6485.221,      4.178,  11.6000    ,  11.6000    ,  48.4686    , "CONC", "data                      ", "calculated_from_conc      "
  53,        53,  265.0000,  6604.567,      4.192,  16.8000    ,  16.8000    ,  70.4238    , "CONC", "data                      ", "calculated_from_conc      "
  54,        54,  270.0000,  6723.777,      4.199,  15.2000    ,  15.2000    ,  63.8187    , "CONC", "data                      ", "calculated_from_conc      "
  55,        55,  275.0000,  6842.742,      4.210,  9.60000    ,  9.60000    ,  40.4186    , "CONC", "data                      ", "calculated_from_conc      "
  56,        56,  280.0000,  6961.292,      4.226,  11.6000    ,  11.6000    ,  49.0193    , "CONC", "data                      ", "calculated_from_conc      "
  57,        57,  285.0000,  7079.383,      4.236,  27.2000    ,  27.2000    ,  115.213    , "CONC", "data                      ", "calculated_from_conc      "
  58,        58,  290.0000,  7197.376,      4.247,  13.6000    ,  13.6000    ,  57.7638    , "CONC", "data                      ", "calculated_from_conc      "
  59,        59,  295.0000,  7314.825,      4.267,  8.80000    ,  8.80000    ,  37.5454    , "CONC", "data                      ", "calculated_from_conc      "
