site0364,id_sample,depth,est_age,sed_rate,quant,conc,influx,xst_level,conc_source,influx_source
   1,         1,   15.0000,    68.497,     12.884,  16.4000    ,  16.4000    ,  211.291    , "CONC", "data                      ", "calculated_from_conc      "
   2,         2,   25.0000,   146.114,     12.688,  18.0000    ,  18.0000    ,  228.379    , "CONC", "data                      ", "calculated_from_conc      "
   3,         3,   35.0000,   226.129,     12.314,  16.4000    ,  16.4000    ,  201.948    , "CONC", "data                      ", "calculated_from_conc      "
   4,         4,   45.0000,   308.532,     11.969,  23.6000    ,  23.6000    ,  282.457    , "CONC", "data                      ", "calculated_from_conc      "
   5,         5,   55.0000,   393.234,     11.573,  8.00000    ,  8.00000    ,  92.5872    , "CONC", "data                      ", "calculated_from_conc      "
   6,         6,   65.0000,   481.342,     11.246,  14.0000    ,  14.0000    ,  157.446    , "CONC", "data                      ", "calculated_from_conc      "
   7,         7,   75.0000,   571.073,     10.734,  11.6000    ,  11.6000    ,  124.518    , "CONC", "data                      ", "calculated_from_conc      "
   8,         8,   85.0000,   667.661,     10.157,  16.8000    ,  16.8000    ,  170.643    , "CONC", "data                      ", "calculated_from_conc      "
   9,         9,   95.0000,   767.975,      9.666,  38.8000    ,  38.8000    ,  375.031    , "CONC", "data                      ", "calculated_from_conc      "
  10,        10,  105.0000,   874.577,      9.013,  6.40000    ,  6.40000    ,  57.6841    , "CONC", "data                      ", "calculated_from_conc      "
  11,        11,  115.0000,   989.874,      8.438,  5.20000    ,  5.20000    ,  43.8788    , "CONC", "data                      ", "calculated_from_conc      "
  12,        12,  125.0000,  1111.594,      7.950,  5.20000    ,  5.20000    ,  41.3402    , "CONC", "data                      ", "calculated_from_conc      "
  13,        13,  135.0000,  1241.445,      7.455,  10.4000    ,  10.4000    ,  77.5358    , "CONC", "data                      ", "calculated_from_conc      "
  14,        14,  145.0000,  1379.857,      7.137,  6.40000    ,  6.40000    ,  45.6742    , "CONC", "data                      ", "calculated_from_conc      "
  15,        15,  155.0000,  1521.691,      6.750,  6.80000    ,  6.80000    ,  45.8998    , "CONC", "data                      ", "calculated_from_conc      "
  16,        16,  165.0000,  1676.154,      6.244,  10.8000    ,  10.8000    ,  67.4353    , "CONC", "data                      ", "calculated_from_conc      "
  17,        17,  175.0000,  1841.997,      5.873,  8.80000    ,  8.80000    ,  51.6796    , "CONC", "data                      ", "calculated_from_conc      "
  18,        18,  185.0000,  2016.714,      5.642,  10.4000    ,  10.4000    ,  58.6774    , "CONC", "data                      ", "calculated_from_conc      "
  19,        19,  195.0000,  2196.478,      5.539,  12.0000    ,  12.0000    ,  66.4706    , "CONC", "data                      ", "calculated_from_conc      "
  20,        20,  205.0000,  2377.776,      5.542,  8.80000    ,  8.80000    ,  48.7722    , "CONC", "data                      ", "calculated_from_conc      "
  21,        21,  215.0000,  2557.340,      5.634,  7.60000    ,  7.60000    ,  42.8185    , "CONC", "data                      ", "calculated_from_conc      "
  22,        22,  225.0000,  2732.762,      5.795,  7.60000    ,  7.60000    ,  44.0395    , "CONC", "data                      ", "calculated_from_conc      "
  23,        23,  235.0000,  2902.485,      6.013,  6.40000    ,  6.40000    ,  38.4848    , "CONC", "data                      ", "calculated_from_conc      "
  24,        24,  245.0000,  3065.362,      6.253,  3.20000    ,  3.20000    ,  20.0108    , "CONC", "data                      ", "calculated_from_conc      "
  25,        25,  255.0000,  3222.312,      6.477,  7.20000    ,  7.20000    ,  46.6318    , "CONC", "data                      ", "calculated_from_conc      "
  26,        26,  265.0000,  3374.164,      6.680,  7.20000    ,  7.20000    ,  48.0995    , "CONC", "data                      ", "calculated_from_conc      "
  27,        27,  275.0000,  3521.692,      6.875,  14.4000    ,  14.4000    ,  99.0011    , "CONC", "data                      ", "calculated_from_conc      "
  28,        28,  285.0000,  3665.069,      7.061,  16.4000    ,  16.4000    ,  115.803    , "CONC", "data                      ", "calculated_from_conc      "
  29,        29,  295.0000,  3804.931,      7.220,  10.4000    ,  10.4000    ,  75.0924    , "CONC", "data                      ", "calculated_from_conc      "
  30,        30,  305.0000,  3942.062,      7.361,  10.0000    ,  10.0000    ,  73.6055    , "CONC", "data                      ", "calculated_from_conc      "
  31,        31,  315.0000,  4076.649,      7.491,  6.00000    ,  6.00000    ,  44.9453    , "CONC", "data                      ", "calculated_from_conc      "
  32,        32,  325.0000,  4209.053,      7.606,  18.4000    ,  18.4000    ,  139.945    , "CONC", "data                      ", "calculated_from_conc      "
  33,        33,  335.0000,  4339.610,      7.706,  13.2000    ,  13.2000    ,  101.721    , "CONC", "data                      ", "calculated_from_conc      "
  34,        34,  345.0000,  4468.584,      7.791,  7.20000    ,  7.20000    ,  56.0942    , "CONC", "data                      ", "calculated_from_conc      "
  35,        35,  355.0000,  4596.321,      7.865,  20.0000    ,  20.0000    ,  157.301    , "CONC", "data                      ", "calculated_from_conc      "
  36,        36,  365.0000,  4722.875,      7.922,  8.40000    ,  8.40000    ,  66.5424    , "CONC", "data                      ", "calculated_from_conc      "
  37,        37,  375.0000,  4848.792,      7.951,  17.2000    ,  17.2000    ,  136.757    , "CONC", "data                      ", "calculated_from_conc      "
  38,        38,  385.0000,  4974.417,      7.957,  8.40000    ,  8.40000    ,  66.8397    , "CONC", "data                      ", "calculated_from_conc      "
  39,        39,  395.0000,  5100.140,      7.933,  9.60000    ,  9.60000    ,  76.1580    , "CONC", "data                      ", "calculated_from_conc      "
  40,        40,  405.0000,  5226.524,      7.859,  9.20000    ,  9.20000    ,  72.3053    , "CONC", "data                      ", "calculated_from_conc      "
  41,        41,  415.0000,  5354.617,      7.730,  8.80000    ,  8.80000    ,  68.0275    , "CONC", "data                      ", "calculated_from_conc      "
  42,        42,  425.0000,  5485.243,      7.546,  7.60000    ,  7.60000    ,  57.3519    , "CONC", "data                      ", "calculated_from_conc      "
  43,        43,  435.0000,  5619.646,      7.284,  20.0000    ,  20.0000    ,  145.678    , "CONC", "data                      ", "calculated_from_conc      "
  44,        44,  445.0000,  5759.822,      6.918,  14.0000    ,  14.0000    ,  96.8564    , "CONC", "data                      ", "calculated_from_conc      "
  45,        45,  455.0000,  5908.734,      6.497,  22.4000    ,  22.4000    ,  145.525    , "CONC", "data                      ", "calculated_from_conc      "
  46,        46,  465.0000,  6067.674,      6.150,  23.2000    ,  23.2000    ,  142.671    , "CONC", "data                      ", "calculated_from_conc      "
  47,        47,  475.0000,  6233.957,      5.909,  24.0000    ,  24.0000    ,  141.821    , "CONC", "data                      ", "calculated_from_conc      "
  48,        48,  485.0000,  6406.128,      5.727,  21.2000    ,  21.2000    ,  121.423    , "CONC", "data                      ", "calculated_from_conc      "
  49,        49,  495.0000,  6583.151,      5.590,  22.4000    ,  22.4000    ,  125.205    , "CONC", "data                      ", "calculated_from_conc      "
  50,        50,  505.0000,  6763.940,      5.487,  18.4000    ,  18.4000    ,  100.956    , "CONC", "data                      ", "calculated_from_conc      "
  51,        51,  515.0000,  6947.668,      5.413,  25.2000    ,  25.2000    ,  136.404    , "CONC", "data                      ", "calculated_from_conc      "
  52,        52,  525.0000,  7133.432,      5.375,  39.6000    ,  39.6000    ,  212.852    , "CONC", "data                      ", "calculated_from_conc      "
  53,        53,  535.0000,  7319.758,      5.371,  19.2000    ,  19.2000    ,  103.122    , "CONC", "data                      ", "calculated_from_conc      "
  54,        54,  545.0000,  7505.805,      5.392,  23.6000    ,  23.6000    ,  127.256    , "CONC", "data                      ", "calculated_from_conc      "
  55,        55,  555.0000,  7690.663,      5.426,  12.4000    ,  12.4000    ,  67.2781    , "CONC", "data                      ", "calculated_from_conc      "
  56,        56,  565.0000,  7874.424,      5.456,  3.20000    ,  3.20000    ,  17.4594    , "CONC", "data                      ", "calculated_from_conc      "
  57,        57,  575.0000,  8057.229,      5.485,  13.2000    ,  13.2000    ,  72.4076    , "CONC", "data                      ", "calculated_from_conc      "
  58,        58,  585.0000,  8239.026,      5.500,  26.0000    ,  26.0000    ,  143.002    , "CONC", "data                      ", "calculated_from_conc      "
  59,        59,  595.0000,  8420.860,      5.494,  2.80000    ,  2.80000    ,  15.3827    , "CONC", "data                      ", "calculated_from_conc      "
  60,        60,  605.0000,  8603.071,      5.473,  7.60000    ,  7.60000    ,  41.5966    , "CONC", "data                      ", "calculated_from_conc      "
  61,        61,  615.0000,  8786.274,      5.433,  12.8000    ,  12.8000    ,  69.5361    , "CONC", "data                      ", "calculated_from_conc      "
  62,        62,  625.0000,  8971.226,      5.362,  13.2000    ,  13.2000    ,  70.7804    , "CONC", "data                      ", "calculated_from_conc      "
  63,        63,  635.0000,  9159.260,      5.258,  8.00000    ,  8.00000    ,  42.0659    , "CONC", "data                      ", "calculated_from_conc      "
  64,        64,  645.0000,  9351.581,      5.111,  17.6000    ,  17.6000    ,  89.9622    , "CONC", "data                      ", "calculated_from_conc      "
  65,        65,  655.0000,  9550.534,      4.873,  42.0000    ,  42.0000    ,  204.655    , "CONC", "data                      ", "calculated_from_conc      "
  66,        66,  665.0000,  9762.029,      4.563,  16.4000    ,  16.4000    ,  74.8258    , "CONC", "data                      ", "calculated_from_conc      "
  67,        67,  675.0000,  9988.886,      4.306,  9.60000    ,  9.60000    ,  41.3341    , "CONC", "data                      ", "calculated_from_conc      "
  68,        68,  685.0000, 10226.535,      4.130,  14.0000    ,  14.0000    ,  57.8246    , "CONC", "data                      ", "calculated_from_conc      "
  69,        69,  695.0000, 10473.109,      3.990,  8.00000    ,  8.00000    ,  31.9207    , "CONC", "data                      ", "calculated_from_conc      "
  70,        70,  705.0000, 10727.776,      3.895,  49.2000    ,  49.2000    ,  191.616    , "CONC", "data                      ", "calculated_from_conc      "
  71,        71,  715.0000, 10986.638,      3.832,  100.000    ,  100.000    ,  383.176    , "CONC", "data                      ", "calculated_from_conc      "
  72,        72,  725.0000, 11249.729,      3.779,  81.2000    ,  81.2000    ,  306.862    , "CONC", "data                      ", "calculated_from_conc      "
  73,        73,  735.0000, 11515.866,      3.742,  35.2000    ,  35.2000    ,  131.707    , "CONC", "data                      ", "calculated_from_conc      "
  74,        74,  745.0000, 11784.252,      3.716,  14.4000    ,  14.4000    ,  53.5052    , "CONC", "data                      ", "calculated_from_conc      "
  75,        75,  755.0000, 12054.131,      3.697,  78.8000    ,  78.8000    ,  291.322    , "CONC", "data                      ", "calculated_from_conc      "
  76,        76,  765.0000, 12325.234,      3.717,  14.8000    ,  14.8000    ,  55.0096    , "CONC", "data                      ", "calculated_from_conc      "
  77,        77,  775.0000, 12592.220,      3.798,  29.6000    ,  29.6000    ,  112.414    , "CONC", "data                      ", "calculated_from_conc      "
  78,        78,  785.0000, 12851.858,      3.941,  5.20000    ,  5.20000    ,  20.4917    , "CONC", "data                      ", "calculated_from_conc      "
  79,        79,  795.0000, 13099.741,      4.155, 0.400000    , 0.400000    ,  1.66193    , "CONC", "data                      ", "calculated_from_conc      "
  80,        80,  805.0000, 13333.228,      3.800, 0.400000    , 0.400000    ,  1.52012    , "CONC", "data                      ", "calculated_from_conc      "
  81,        81,  812.5000, 13494.446,      3.811, 0.400000    , 0.400000    ,  1.52443    , "CONC", "data                      ", "calculated_from_conc      "
  82,        82,  817.5000, 13595.621,      6.230,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  83,        83,  825.0000, 13735.221,      6.360,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  84,        84,  835.0000, 13910.102,      5.730,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  85,        85,  845.0000, 14084.240,      5.922,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  86,        86,  855.0000, 14247.826,      6.295,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  87,        87,  865.0000, 14401.977,      6.682,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  88,        88,  875.0000, 14547.148,      7.035,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  89,        89,  885.0000, 14686.286,      7.318, 0.400000    , 0.400000    ,  2.92728    , "CONC", "data                      ", "calculated_from_conc      "
  90,        90,  895.0000, 14820.438,      7.558,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  91,        91,  905.0000, 14950.908,      7.793,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  92,        92,  915.0000, 15077.095,      8.054,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  93,        93,  925.0000, 15199.226,      8.302,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  94,        94,  935.0000, 15318.000,      8.419,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  95,        95,  945.0000, 15436.774,      8.419,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  96,        96,  955.0000, 15555.548,      8.419, 0.400000    , 0.400000    ,  3.36773    , "CONC", "data                      ", "calculated_from_conc      "
  97,        97,  965.0000, 15674.322,      8.419,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  98,        98,  975.0000, 15793.096,      8.419,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
  99,        99,  985.0000, 15911.870,      8.419,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
 100,       100,  995.0000, 16030.644,      8.419,  0.00000    ,  0.00000    ,  0.00000    , "CONC", "data                      ", "calculated_from_conc      "
