site1302,id_sample,depth,est_age,sed_rate,quant,conc,influx,xst_level,conc_source,influx_source
   1, 142447377,    0.0000,   -43.000,      0.027,  1.25000    ,  1.25000    , 0.332138E-01, "CONC", "data                      ", "calculated_from_conc      "
   2, 142447378,    0.0200,    32.270,      0.027,  20.0000    ,  20.0000    , 0.531420    , "CONC", "data                      ", "calculated_from_conc      "
   3, 142447379,    0.0400,   107.540,      0.027,  1.00000    ,  1.00000    , 0.265745E-01, "CONC", "data                      ", "calculated_from_conc      "
   4, 142447380,    0.0600,   182.790,      0.027,  2.50000    ,  2.50000    , 0.664496E-01, "CONC", "data                      ", "calculated_from_conc      "
   5, 142447381,    0.0800,   258.030,      0.027,  1.00000    ,  1.00000    , 0.265869E-01, "CONC", "data                      ", "calculated_from_conc      "
   6, 142447382,    0.1000,   333.240,      0.027,  1.20000    ,  1.20000    , 0.319149E-01, "CONC", "data                      ", "calculated_from_conc      "
   7, 142447383,    0.1200,   408.430,      0.027,  3.00000    ,  3.00000    , 0.798244E-01, "CONC", "data                      ", "calculated_from_conc      "
   8, 142447384,    0.1400,   483.570,      0.027,  1.94444    ,  1.94444    , 0.517656E-01, "CONC", "data                      ", "calculated_from_conc      "
   9, 142447385,    0.1600,   558.680,      0.027,  1.60000    ,  1.60000    , 0.426156E-01, "CONC", "data                      ", "calculated_from_conc      "
  10, 142447386,    0.1800,   633.750,      0.027,  2.18750    ,  2.18750    , 0.583022E-01, "CONC", "data                      ", "calculated_from_conc      "
  11, 142447387,    0.2000,   708.760,      0.027,  7.20000    ,  7.20000    , 0.192051    , "CONC", "data                      ", "calculated_from_conc      "
  12, 142447388,    0.2200,   783.710,      0.027,  9.50000    ,  9.50000    , 0.253604    , "CONC", "data                      ", "calculated_from_conc      "
  13, 142447389,    0.2400,   858.600,      0.027,  3.05556    ,  3.05556    , 0.816393E-01, "CONC", "data                      ", "calculated_from_conc      "
  14, 142447390,    0.2600,   933.420,      0.027,  1.66667    ,  1.66667    , 0.445752E-01, "CONC", "data                      ", "calculated_from_conc      "
  15, 142447391,    0.2800,  1008.160,      0.018,  16.0000    ,  16.0000    , 0.285510    , "CONC", "data                      ", "calculated_from_conc      "
  16, 142447392,    0.2900,  1045.500,      0.027,  2.00000    ,  2.00000    , 0.535764E-01, "CONC", "data                      ", "calculated_from_conc      "
  17, 142447393,    0.3000,  1082.820,      0.027,  1.00000    ,  1.00000    , 0.268024E-01, "CONC", "data                      ", "calculated_from_conc      "
  18, 142447394,    0.3100,  1120.120,      0.027,  2.00000    ,  2.00000    , 0.536336E-01, "CONC", "data                      ", "calculated_from_conc      "
  19, 142447395,    0.3200,  1157.400,      0.027,  1.80000    ,  1.80000    , 0.483028E-01, "CONC", "data                      ", "calculated_from_conc      "
  20, 142447396,    0.3300,  1194.650,      0.027,  3.80000    ,  3.80000    , 0.102041    , "CONC", "data                      ", "calculated_from_conc      "
  21, 142447397,    0.3400,  1231.880,      0.027,  1.00000    ,  1.00000    , 0.268709E-01, "CONC", "data                      ", "calculated_from_conc      "
  22, 142447398,    0.3500,  1269.080,      0.027,  2.00000    ,  2.00000    , 0.537781E-01, "CONC", "data                      ", "calculated_from_conc      "
  23, 142447399,    0.3600,  1306.260,      0.027,  3.12500    ,  3.12500    , 0.840843E-01, "CONC", "data                      ", "calculated_from_conc      "
  24, 142447400,    0.3700,  1343.410,      0.027,  6.00000    ,  6.00000    , 0.161550    , "CONC", "data                      ", "calculated_from_conc      "
  25, 142447401,    0.3800,  1380.540,      0.027,  19.0000    ,  19.0000    , 0.511922    , "CONC", "data                      ", "calculated_from_conc      "
  26, 142447402,    0.3900,  1417.640,      0.027,  9.40000    ,  9.40000    , 0.253473    , "CONC", "data                      ", "calculated_from_conc      "
